,bAC,bIR,bNAC,bSTUT,cAC,cADpyr,cIR,cNAC,cSTUT,dNAC,dSTUT
RSPagl6b,10565.2553923977,4230.420907615683,5981.511693622334,609.7077668078344,6160.961955194144,40689.12645903776,556.9500168456966,1963.5945759744477,670.3277843493042,173.99778504506457,1229.3126024689175
RSPd1,2939.6518885393957,1138.2814285906395,1712.8273409516678,153.75430922486024,1670.8578940479529,8446.928024397792,125.55840658369324,422.59359242729164,179.3118849278668,79.31105404717776,467.78477420476395
RSPd23,13499.628170867822,4987.746191488041,7568.044852510757,488.87905781568946,6101.074564836332,60036.35887814201,384.77641237465207,1299.8395825911998,577.1546329186176,280.6537956468799,2264.924012275368
RSPd5,8438.050373773056,3688.00299882124,5666.6653018029165,865.6582896647443,7947.211441259881,28868.150641846278,706.5266815733867,2269.6857544594955,1021.78305429306,471.38113734795434,1378.2233601357561
RSPd6a,6484.75804363284,2567.3728797843555,3680.3133933087315,352.34421875700724,3494.539752877942,30959.088013447647,329.14536102094655,1077.8686301083826,392.6153360052852,103.74109223260956,799.261057660745
RSPd6b,10033.937442927812,4018.6446216618406,5729.469827154323,584.8519965329955,5762.213649771277,37916.295882633625,540.674142288273,1816.6693353586522,649.4789361366741,173.43173345206694,1199.6029660339136
RSPv1,5394.388498675675,2173.480652920066,3275.265654509434,358.8316151196093,3441.3720360088087,10069.414008389114,310.87175602960974,947.2882656488148,420.1632455214229,170.62311989362206,822.8864849530574
RSPv23,25335.56654670575,9722.905742618716,14575.282725766428,1214.5252257048696,12966.395156217033,94324.12790974972,1045.9218700197334,3282.577445366368,1414.5616625604237,568.676229396218,3918.8573502512827
RSPv5,8197.40620143465,3649.1065411834816,5654.0463278537845,905.0645370525776,7894.715896171317,23666.500211801038,761.2956656863305,2284.98095708472,1074.7277614541504,483.09532016934793,1339.4900352280295
RSPv6a,8788.775510151781,3372.22391371385,4909.651703635394,390.15725062446705,4106.843222503181,36925.29452922906,363.3855134921047,1152.9911275115624,439.41653112404737,125.29029813151377,1191.8901011842852
RSPv6b,8691.414352630594,3436.5528351741887,4883.353650783284,461.7483349840562,4658.189754633087,38105.395027650215,431.7736633051014,1462.1979130287748,508.94407451881875,124.36615074846955,1035.0102667565402
RT,20651.461278951796,10010.18168825304,16400.631587887885,3207.312105895473,25943.956175498883,203.43120082079952,2683.3401177785904,7336.923270428767,3895.1959359668836,1899.7396482595793,4056.4244406005405
SAG,8792.42140868762,5226.044249610346,9582.356207079085,2440.9742909126035,17014.629871803678,7322.671025563646,2112.6387804877613,4710.7662726003455,3051.0755766478787,1548.5380818952306,2462.5635172639945
SBPV,58019.51680633088,23739.417520771516,34719.88005043429,3967.0615757603373,35980.27764912594,5009.732095860536,3684.8936774924587,11084.575131322412,4540.383246435525,1428.8112396181841,7483.680784348528
SCH,76425.80218610662,30512.71091816222,46055.10343279283,4754.262732705559,43616.02993797793,19171.810826303918,4348.062910129108,11991.629346491867,5595.042882457379,2087.760122080022,11465.129486218671
SCO,6475.439829528959,3299.3115509069726,5398.15559207311,1148.2950545857502,8692.515431250422,2742.636438560507,1002.4140005373595,2591.2893134627657,1392.3393853574055,633.9697155916672,1193.6840766609275
SCdg,9062.375638150052,5350.975011614194,9647.707924721604,2459.4447866339333,17449.654142749452,8754.293483017093,2117.9291107112026,4911.41347172016,3057.413665453865,1537.4534335625237,2406.4809196777933
SCdw,9112.184503380677,5491.965338401657,10048.111041991702,2605.507186772801,18286.126518550787,9142.94430625208,2245.276274283219,5101.815588528649,3250.0095247597105,1649.2355884633218,2551.0233709662757
SCig,12668.50125001744,6959.340342346004,12002.049790178078,2838.6752736023673,20886.6983465278,8192.498678589562,2440.617683268905,6002.959355062597,3492.284739505158,1705.2765221389602,2867.4634914518983
SCiw,9939.139815417733,5568.905639195756,9783.281605067777,2361.2313121313114,17135.056860944267,7635.052366522834,2030.0337598843407,4856.081312294919,2920.16916463796,1449.073257260196,2405.1405741521116
SCop,17899.14722107484,9809.654245099573,16715.477011454703,3961.470953348821,29514.87089607409,9967.69544827637,3394.497232466751,8591.616264081706,4851.496787847709,2347.0253898797614,3889.308014476114
SCsg,26644.267877308517,13973.025139499468,23224.867726279757,5181.000628041668,39170.416577912896,10216.212474652531,4468.981387626303,11548.730535935183,6305.959623980824,2961.93723229358,5257.540692763824
SCzo,22967.487665173194,11315.102835093367,18090.358645948018,3643.5013847602513,28622.230337630714,5406.187517601287,3154.7616856277455,8600.461996013266,4379.634326449661,1961.0055825112713,3946.320591314942
SEZ,2295.342134868314,1216.1549807322597,2154.107883345098,490.18606687598,3981.0522973053976,8955.994205939729,385.8594098088129,1045.6781627335342,607.3158795641276,338.58628244344766,621.6445975154413
SF,15645.806224886317,7995.65739437737,13318.130412131653,2864.3437812570105,22537.70967223406,4455.304669235051,2402.4432488132325,6447.473473690901,3489.4292288046895,1712.071427539066,3227.963457236655
SFO,16953.896028026404,8565.109528164878,13959.23847254545,2939.2118654644146,22781.675147489746,5132.246551249,2529.6589290991706,6746.893315647488,3556.5479463567176,1644.2250981497718,3137.505306191269
SG,8130.900779148126,4835.756169741084,8843.37188774987,2255.734924383084,15710.27888916069,7214.595259681253,1955.446273090396,4369.4035930217005,2817.281699149925,1423.3822008262428,2252.3618791133194
SGN,12506.023043253334,6019.666467624538,9549.797066777304,1851.2792468882647,15282.697264858094,12622.178944822082,1556.5488167262167,4514.965772073155,2216.0709271508063,1024.313790687076,2170.068735867767
SH,31439.953508571194,18065.621822613175,34054.69632313384,8378.22236237168,62426.548552717555,36041.933964172815,6839.981577474673,15977.650164382116,10554.469806627467,5890.735673408292,10174.586779643425
SI,11236.327655281606,6289.779834373963,11028.499390866933,2658.1889944628206,19235.905747094697,11017.134425184,2292.030619721222,5470.0179758733075,3286.0722353850842,1621.9248565860453,2690.794519932616
SIM,103193.99982486006,43972.516805663705,71165.30970786081,10130.56723335046,93296.57245931341,278068.2424352365,7975.232867592672,23314.934917161307,12361.802030082084,6617.803959220888,20654.449611775643
SIMgranularlayer,89972.07663199701,37813.59226139745,61780.739999173304,8454.23944661853,79646.89114903861,272232.98393070983,6493.468663924881,19030.05150102115,10387.71359429016,5827.719078036784,18780.859595646223
SIMmolecularlayer,11782.727780731531,5289.910486547469,7766.563031086754,1258.7504343966734,10739.04475795032,5835.258504526722,1122.7475474001394,3491.3519492175915,1450.4156534001563,519.3333250034788,1444.5735884700814
SIMpurkinjelayer,1548.4235430269646,933.6596043355719,1736.2183414741016,447.9540320804234,3136.6704540409114,0.0,384.13741321028516,855.0178788229085,561.4970403758645,290.90263546101875,460.9657365082945
SLC,6390.792986047018,3845.543543158887,6999.718992803312,1811.787458793949,12609.278846465988,5857.516313855433,1573.5396705454964,3551.6044861567193,2257.6995773144017,1130.0720252892593,1739.4676379310697
SLD,9333.320087604994,5641.505265456947,10349.103421247479,2686.4754811960547,18726.116932662906,8127.351687362467,2323.1561131114145,5222.196867109374,3354.0455791725312,1698.4595640374596,2626.6549547352834
SMT,9720.426364340685,4995.581253150534,8353.798334370602,1815.1950184353493,14341.110272187658,10301.137118845818,1512.8807677620343,4083.2674664071405,2213.03927120191,1098.0027562063697,2046.8791472401124
SNc,5386.404423841295,3292.5284285081457,6148.241840026821,1612.6055576831343,11463.08796169367,4679.644144916634,1365.6684613257864,3112.1899012531117,2020.103534493084,1061.9330499771788,1654.669681097627
SNr,3245.36552636873,1986.834643426683,3752.770773200265,987.515931453276,7210.055053511458,2174.312131016776,816.5511912372997,1912.3289591365906,1239.259015190084,674.4509076895685,1063.361432013517
SO,12464.002527526576,6259.732793875004,10403.059270671996,2151.5346356644795,16349.415260629654,1656.0351503392562,1861.9233218954307,4706.499853064938,2627.7332032147087,1242.008448869453,2474.47736408078
SOCl,5542.812943325456,3237.3950270384394,5865.45372524407,1472.4769181711688,10397.90741038257,4090.500659238879,1270.294710613395,2894.825618588363,1835.2167327089912,927.6618366333728,1492.5521259639763
SOCm,3398.67513743171,2002.1382166907897,3634.4447496638727,920.8456443233514,6487.364884701183,2589.306970708776,794.7368960428159,1809.6569243736908,1147.7201610597215,579.8577817532368,921.6421357838854
SPA,15502.955658745354,7464.75739372668,11789.177590073497,2256.0847168001887,17502.936271535145,8785.893298863502,1999.2367592873638,5338.046407365849,2703.724317154144,1152.1271582206857,2496.4154087344955
SPFm,12212.254266058404,6301.165611839843,10488.083541888078,2271.6934026875624,17054.040302134857,7970.172364085061,1973.249602112146,4990.085237009681,2771.09489615142,1297.246787503072,2412.630861652851
SPFp,5436.369682425798,2681.9243326551123,4257.887082312326,861.2268155517495,6788.9853346649925,4788.439260420364,746.4860093927356,2062.23354222754,1031.8558668322917,455.99890872007904,905.9706110370868
SPIV,5561.664914492384,3309.6279047171765,6038.580101192553,1547.1727926283495,10951.359483726052,3044.9228097226564,1327.6044749331681,3041.8410461036374,1929.3514461102336,983.925624658882,1547.7266000055315
SPVC,4100.79882840358,2472.1906061445447,4550.440329820142,1177.1210028235478,8227.284332359717,3306.234927412076,1014.8094665091492,2278.2342041454885,1471.1949127014916,750.4593560702305,1171.647948042593
SPVI,7579.273988628795,4557.902708563504,8415.933237316001,2175.1066083235646,15430.14422625791,5020.985898723235,1853.87835792119,4228.9328518477705,2719.5285989143226,1410.0722315837934,2218.3043377660324
SPVO,4731.464971831902,2817.8436476761412,5162.753423828062,1323.9923869021513,9433.275562884393,3030.6655214747525,1128.9607404980661,2599.8236350989882,1652.4577322038617,851.9623370074454,1345.9701332564703
SSpbfd1,1927.31695282269,737.3425223880055,1083.5179256092915,89.41382831928144,1078.5091263577772,3394.335685055202,69.39108951972946,280.294942136322,100.97575678671338,43.14659573441489,290.1328062345804
SSpbfd23,13240.612168866517,4947.480540783735,7632.400238849189,569.36004449012,7161.102391888832,59305.437915004666,398.3816005968028,1498.2226380945147,681.2699109779503,394.7981768689651,2400.5237267307957
SSpbfd4,13237.048712270462,4920.966080409519,7358.19889466139,481.24605263395256,5718.198057445159,56660.216199543414,412.226508624148,1326.015867695186,558.0232083584478,222.57385545877239,2071.019334967531
SSpbfd5,7028.789625236636,2977.125849306841,4491.607998740102,602.8094205251411,5311.5993863376025,20825.85785866322,533.2337052053017,1568.270489799,706.7799552727173,277.51678481496754,1027.6322544411205
SSpbfd6a,10425.184848408602,4034.4177925507684,5720.360704989208,470.01947017425294,5005.9936794304185,50421.85653034826,444.40101613704405,1536.5701407549866,511.98232335852816,109.54416040575384,1258.6208656594388
SSpbfd6b,11519.159732430684,4557.23542212281,6433.593496393962,607.3329656338572,6157.456701859592,45498.76845751295,570.6734218139982,1965.4228964100148,664.309449843347,150.6125122388282,1330.1243483369271
SSpll1,2358.306579882219,897.1913693011055,1314.5251757649778,103.47176425299848,1259.5773553118038,3277.0315613021853,81.60834998553638,327.2345786081665,116.33884174490177,47.597569251267345,350.3010659899637
SSpll23,8809.323999955323,3403.2545825609336,5301.777170677959,499.40666524986403,5790.781975415672,39678.38504477488,350.3219440230042,1299.9898981207082,599.0084864922313,348.2883637115821,1647.5904582452035
SSpll4,13832.683883356796,5280.398090663346,7781.830614740076,615.9820663626358,6869.957553495493,62683.15307077489,531.7252617713426,1804.3508625072548,701.7509340365402,255.79453993907953,2025.8784653661658
SSpll5,8888.014964364616,4019.479306670399,6326.293238443551,1063.3563771518682,9296.18217012589,27727.639002787393,874.461801362791,2635.212926198072,1271.1421567957586,604.4661350768334,1558.2818476029754
SSpll6a,9578.902796975963,3725.092480892663,5295.284144071345,451.3430131351609,4740.930298081336,41474.46531880317,423.9001452442216,1454.0469813478703,494.4447422145128,113.64632604963742,1164.5867631949873
SSpll6b,15639.178272774736,6209.637249489075,8773.091146316072,850.2520503239343,8672.526065235043,54816.1840559908,785.6618452445297,2755.53095736586,931.5406633649687,227.16743116145778,1820.8521883018739
SSpm1,2330.6057756876526,896.3526743197971,1332.8527324272022,116.20493476856606,1392.0146271752985,3813.1540164853777,86.94349000856275,352.292476478619,133.04299279919599,62.937560821261556,369.06419793882964
SSpm23,13542.964145941294,5087.938577849398,7854.437860229041,610.0032736213833,7535.2400845428,60843.41436339725,429.68790520755203,1603.2663004687467,729.688527536419,419.6858762438874,2457.0216227812393
SSpm4,13823.643016725537,5254.688727024519,7843.197944391957,609.9133100666021,6739.414879278534,54912.58799078055,524.6075751259086,1686.0437541930976,706.285584065975,278.05028293941,2120.772132201914
SSpm5,6401.179007281292,2723.904645053648,4100.92645608809,560.6056594275352,4962.865378337809,21107.69152430761,492.8594721624757,1474.2421020734496,655.9955244634892,258.52591733694464,929.3264637152768
SSpm6a,10179.600495969882,3951.936982056806,5620.735386032481,473.8244604044565,4995.612836331769,42927.07216955932,445.21179738545106,1526.3394173446693,519.0587539191201,119.08125004832692,1242.6617152694503
SSpm6b,10873.354379261189,4386.892455593046,6326.445491700037,674.6634203037688,6462.983947505996,35770.238008783344,621.136134762035,2005.111191077357,759.653665214159,223.5077753624991,1354.1017583726477
SSpn1,1409.0306536023236,541.5996663717193,805.094590830562,69.96350722578397,841.3841400938603,2372.383497795672,52.17501872144715,212.74469146043032,80.05543190524696,37.9723378632618,223.17889807361126
SSpn23,13534.694084555165,4992.899814475733,7651.359054175081,505.7181642813691,6577.220854118306,59885.509499034495,362.86904278679015,1339.4340958652622,602.8186150131913,337.0500229582097,2390.8229445755483
SSpn4,12374.655402878188,4619.064293919185,6915.37532615603,468.64882361607846,5460.050694685676,50502.23097886403,402.47771403917335,1279.206684231502,544.6062409866839,218.08594431809115,1937.947391248883
SSpn5,5506.790121728924,2321.342108082638,3486.70254281159,458.35752886042957,4041.4170215596255,20398.52410626848,408.88688686846257,1201.366593330764,535.9157930938067,204.5871704586979,789.4539758550827
SSpn6a,9906.356517704764,3816.430493369655,5404.287545961137,429.37690552008917,4637.204207533383,44949.016072320184,407.564718923883,1419.238613059276,465.7493415737381,94.55705870349918,1194.8337913983053
SSpn6b,9049.341934794727,3586.8464745631704,5113.272408157253,492.26704731819837,4945.8466939433065,33816.97072561043,456.9261376196164,1542.0030554494404,544.954419179856,140.71565342188822,1093.0604024400811
SSptr1,3711.4486872702596,1422.0319374013986,2063.9888635077677,168.30009244653723,2001.1514385242488,3713.2497431304237,136.6687620301637,543.5246673396466,187.3946268541329,69.82039923156303,526.3757176871023
SSptr23,13094.743150521199,5058.48491938601,7899.317499107639,747.5646992145321,8723.879204477284,61099.13717130371,516.8644184861944,1943.4788375998887,898.0514029437329,531.6736881867208,2477.768348387571
SSptr4,17031.185029549943,6557.913050726972,9613.898520872066,803.8336355675008,8819.194799897738,80916.42346989212,695.658715444328,2395.3365852825928,910.9704337695553,322.4485165272545,2432.4433681161026
SSptr5,6361.013359109063,2876.085586385471,4527.0129728818265,759.6848179055323,6613.214389362639,17833.371550885004,627.2154762433998,1876.9073744480775,908.402338578535,429.9043830081213,1112.0248046943072
SSptr6a,7512.657731559531,2943.3396519990747,4196.061592359378,376.33655076482177,3870.8852356579214,33090.312775107115,351.45448658192,1190.2022792866298,415.03877402592985,102.28651070511255,917.8554965669074
SSptr6b,11680.437368491059,4538.451903428999,6333.115741870671,526.8226945743345,5658.255686039247,47476.35203298707,503.4598488926778,1820.6917941230577,562.1281884724842,93.9738334779491,1306.7792200032923
SSpul1,2228.5617381690486,848.0997676960709,1243.7944472316333,98.81664082398078,1218.5893886767612,2761.6052314655453,76.1415494576209,314.585046202459,111.14052662938371,47.32286297716475,334.66985765550237
SSpul23,10097.082738022993,3844.218754007617,5964.54956470592,511.9738017378423,6139.1495426051615,44543.78302305013,357.3577525206335,1340.1743002518695,613.515539403308,357.69952454812756,1866.0504243224152
SSpul4,10009.593293440117,3829.903910297126,5700.567517129015,464.6300666860131,5121.174772165346,43069.09079544526,394.7313887468509,1310.0104219050102,535.9309646961625,212.50047395944165,1522.5313367110873
SSpul5,6873.621056845185,3039.5260638261934,4724.181762824582,740.786575173761,6443.858645199481,21211.77105968044,625.3652914652105,1847.3795731266914,881.860105453009,397.5683442670246,1136.2379300054706
SSpul6a,9265.244583209793,3591.833904347005,5108.335844554623,426.4685758775872,4514.498092733356,40397.809633778306,400.89997177710694,1376.532947167776,466.85000126388513,106.33145487307087,1132.6477044974015
SSpul6b,9164.373365604892,3662.9448091435493,5218.779514447909,527.8220109120904,5263.579034370299,30268.715465377423,484.70877124789024,1652.7513730923542,585.157676479691,157.78457079939125,1099.868093832488
SSpun1,1837.735623501669,699.5117920080121,1019.9579173179036,80.43280448807587,992.4662134496054,2618.0708921801374,62.82976079548597,260.91527673618725,89.79798961469625,36.333413945829875,269.3517269761216
SSpun23,10097.244173235555,3865.3507322048818,6022.338204510282,537.2954767370614,6343.211493727944,45036.83962579871,374.93123922514303,1389.4190314694536,645.7675351253689,379.30835428852004,1890.2990580881406
SSpun4,9693.629723705704,3736.4831825237625,5587.6460622019,481.6505310241093,5221.350020946881,42748.28372045056,404.33577577572527,1337.3725546533778,558.5745209990342,231.16273519821456,1498.3702740679414
SSpun5,6610.857110708286,2923.24392669374,4531.025793530417,709.8226705669362,6166.059143493513,18768.911668507797,601.3656930001443,1778.3348893771586,843.774347935062,376.3603323030205,1078.720825547655
SSpun6a,9916.644939844919,3831.614636974881,5428.3100804420355,441.4574364355757,4750.372559516495,44324.12838924911,415.7769211163584,1454.942735801485,479.804958328159,102.3755591043793,1198.0388658968411
SSpun6b,11010.836083370512,4340.919253604265,6111.355906707488,563.6140828539208,5776.178800619979,34644.80238294012,531.3119340331687,1848.7293381987888,613.4803634070382,132.03470992697584,1260.6594849504272
SSs1,2068.6013042133486,799.0766443792835,1176.2474965470951,103.33262094474517,1200.8703255717253,2725.4444507062462,81.47416855837032,317.4712706973768,117.22193386290645,49.63707822269637,310.2689852003458
SSs23,10631.0239359784,4058.525360003378,6279.794533133466,543.6366393390808,6390.202513168156,47497.60413856729,390.7397118724703,1419.6124797314628,650.1696001813497,365.96284915113625,1932.460746235298
SSs4,10850.368287865771,4425.8632411222015,6642.620800442239,774.7001096050176,7529.414538955446,38598.48928318976,654.1327505110153,2110.206237925786,902.4057406368432,375.9786211576226,1643.0030482049344
SSs5,5519.622446031443,2349.521208428115,3535.4128003497935,483.18441830519174,4256.129806892605,15537.319019876413,426.80291006685604,1268.5154308258368,565.3397057177283,220.69208306339183,796.6763540136575
SSs6a,9217.926344482577,3645.303573586523,5173.444195900544,489.19953942288475,4940.834659253915,39021.425419143496,457.7267051839936,1555.8494312106764,538.4120400302406,129.89783545359597,1091.3958066225186
SSs6b,10679.737792086951,4271.266002663603,6106.817260928006,620.236095469566,6128.715574380617,39632.77565051422,570.9177327501264,1914.167913553425,690.5176827233715,189.8815372270394,1297.5124339937747
STN,17086.71711628131,8924.423802991714,15200.498612296937,3375.896758891095,26359.45050635363,2618.7288493388282,2806.595282373569,7382.236429014597,4140.387785769685,2098.2835302745843,3849.0138446097158
STRunassigned,11134.199836262915,6111.498142146088,10690.43378261265,2515.9399007720526,18475.277751384354,19085.902049511515,2152.355255285041,5196.4967878111875,3110.61127217131,1552.9273882854538,2668.9701488393525
SUB,7196.953429103265,3006.876398766438,4582.486271240549,582.8180607628236,5077.78373633201,19110.490193307833,521.7824852440474,1453.667666291702,689.371987887064,274.14342976722526,1094.5177709091827
SUM,10917.487858223454,5477.0685450215105,9021.205687427622,1867.2633615343882,14307.594958303169,3921.1454671834867,1614.0677991997688,4166.728960337046,2271.698758080338,1062.066355426473,2098.8663847625926
SUT,5328.249392812175,3260.1061650197116,6037.934351159933,1583.4586832267235,11034.709567406977,5094.542621786941,1363.8638355272583,3051.439737286249,1980.7018083252656,1014.0810978964848,1560.3609157457731
SUV,2772.848746963976,1664.0041900652889,3082.733385299445,797.3622564753239,5777.790976791437,1395.6915265393577,668.5535315100367,1564.47846141131,996.9973154876053,528.0788429898191,836.0481470342552
Su3,6310.616362313579,3895.453639308851,7235.386858260846,1914.2379889724957,13361.18487936924,6092.653714957579,1644.698446126684,3692.2399909317514,2394.693324759849,1230.4502144204537,1874.9278013889639
SubG,5480.286388587807,2686.658974165182,4243.705948750973,855.8304461092998,7044.013003278275,818.8833523224753,719.5597150132836,2115.6579721619814,1021.3146817096624,467.23920229673,928.3344136364482
TEa1,2276.143738338541,876.9511073058375,1282.361011432459,108.67653676653636,1236.7035030615655,3159.4598131635603,90.19490209573314,334.80096279349556,122.51513274806258,46.15882663385443,327.5360918114111
TEa23,12398.018742790577,4742.177887698695,7076.535956936915,578.5568852572699,6414.028116663946,64391.26166021436,485.7715625975195,1623.4438759267105,669.0565995515774,273.78475124835506,1910.4433884138025
TEa4,11466.00741784767,4901.045579117577,7433.822832303746,1047.500503756146,9662.474431455874,39201.379037009014,876.1085381941897,2788.736967540729,1228.588022448732,533.5670029471034,1770.9300253665
TEa5,7965.973393347282,3348.209519282661,4907.8139877069125,631.6061327967313,5603.502770887216,21946.7429741702,576.8672114596523,1756.1454486035482,725.302167355946,242.13099045549373,1019.2298711892402
TEa6a,10351.73018073102,4301.692749878894,6164.105611001156,750.7015385478003,6843.444033832859,42590.97180166102,696.4801675197327,2226.4847367536267,844.9922695265268,242.80283298550884,1202.080274287765
TEa6b,9950.501654992151,4055.676583264308,5887.987428297649,659.461682870502,6083.58690776367,37591.03853042555,612.5522866055131,1893.153849430871,749.1548766191631,226.2957837622982,1251.0314892710126
THunassigned,12742.53727991796,6239.250282477459,10085.520193074439,2006.6941802811773,15876.279553150845,10130.598333509759,1719.2084902925105,4656.53094878569,2423.756405354234,1121.6101401347182,2318.7185469634032
TMd,34773.68610604246,19240.148218145547,33612.59711388819,7926.485677105575,55417.33837845318,35023.33232055625,7016.718121228877,15940.104423824114,9813.02586515398,4682.847931973077,7962.242478430852
TMv,11163.53167941394,6121.019036081797,10674.529171784616,2492.645115640515,17666.865493964473,8849.751110841593,2189.634197691991,5048.753947778374,3084.4052347570364,1486.5311561814995,2565.8832166430007
TR,5459.422522473294,2208.3475541604166,3308.114706485888,366.18930050880203,3442.3579057300435,14887.251071590968,324.2867170628858,973.2766740728626,427.00603820031466,163.53605882893348,803.4154908931513
TRN,7349.824431262757,4533.86627413127,8411.214934330468,2224.5249748139986,15524.464626280043,6891.456008913902,1912.414796624185,4296.344944797217,2782.069625782013,1427.199480125762,2173.007315701305
TRS,19678.833498091764,9600.11116834117,15412.31199202937,3075.9813746820078,25462.482951443366,4824.7104138500235,2551.4258969003713,7416.541879240026,3696.735921703919,1766.064571825389,3610.478578641996
TTd,9630.104152788354,3915.204529716054,5826.737075195836,656.5815114244282,6098.9762944432805,30561.64431134403,588.8817820007041,1770.354168856896,761.7190872843408,277.97488114353524,1367.7839164281465
TTv,4240.543099195786,1793.7880792498522,2695.674155281132,360.18180455348994,3202.5470779075004,12441.4130148039,317.70380022670844,950.0098910612525,420.99898969295106,164.1123746056959,612.5009453557205
TU,14997.445883948496,7312.31405668435,11715.34078633003,2294.40358173469,17524.524845439893,9773.348325332368,2032.468614257423,5276.900260796551,2766.621436117527,1206.370676242888,2545.181427039601
UVU,151994.80877344057,64801.91204335172,105143.35221067278,14980.544172923625,137025.30959487485,382009.79763966816,11842.034435071573,34122.07455179269,18312.186594076018,9801.794580156657,30591.74555748317
UVUgranularlayer,135644.53657313916,56978.26843619755,92893.4388257802,12656.45814014106,118558.40272883991,375763.4038381476,9805.373641681163,28475.513447393892,15539.987596931845,8618.143412041305,28010.51974687393
UVUmolecularlayer,14785.610892135937,6712.954040394125,10020.492627343761,1677.1142578641825,14078.810982248931,6410.744264222738,1486.4622379072575,4485.402729180073,1952.3650351478254,741.1535745241836,1948.1776956802103
UVUpurkinjelayer,3029.5592756909577,1812.1458192176663,3335.267184803231,855.7216860858464,5998.700508427306,0.0,736.4660507220269,1653.6418988952169,1069.971948226572,547.7561596452756,866.159071772666
V,3911.682260824902,2368.490652686707,4401.394995589917,1140.143892038075,7950.094132890376,3395.741282533544,980.6615284617399,2176.397600752899,1428.679571908606,736.5537233173625,1158.5643901589349
V3unassigned,10324.75928824659,4803.258322282607,7432.069471207573,1332.6395399490693,11167.323810636191,1526.5574994915828,1138.4996284879942,3369.360526772081,1579.3118564274826,687.4845444178793,1619.7381280775653
V4r,7506.285434934996,3603.2698918430265,5998.358014954283,1138.2905630694831,8863.527370115977,4215.642974755941,974.6328308997761,2450.660232057946,1396.1474886005694,679.3715832318492,1529.5604469911973
V4unassigned,6466.835303060525,3604.1638303432774,6344.777964683994,1518.0783412079777,10965.615819685947,3508.776110856599,1308.772139737714,3094.3282565953814,1879.973901600257,933.0973222547503,1571.3794622497232
VAL,7376.580841105124,3837.221782393959,6349.68688800573,1405.3524518170757,10880.149924192165,6868.286786768211,1194.6332027900544,3190.2946253709206,1706.6940274393346,813.4024002714648,1458.3114021729605
VCO,8251.042916644408,3908.930697007846,6553.690947006721,1211.8591641581297,9576.24797149709,4015.5271938073256,1024.1273555166997,2574.6443256752286,1492.2037651743544,748.4210106738524,1745.7874335763777
VI,2658.846642522332,1613.2829125944515,3000.935801830046,778.3660623656032,5407.487387939174,2433.901809555374,670.8638079696033,1481.267504891893,975.6475161173082,502.0651618993875,788.4572508632572
VII,2562.6256048643186,1509.190951773443,2738.177527537445,692.7881762605734,4849.6954361130765,2111.1949021360147,600.6589946938733,1356.4168856788178,863.6298127182753,433.8124544820782,689.7470354478829
VIInunassigned,2232.516749814779,1347.0410905467945,2479.397556382526,641.7442907672761,4476.185957540787,1997.1918989235305,554.0126341845131,1240.8137321298004,802.0930655505915,408.42920614936025,636.8316027063341
VISC1,1707.1420962325399,670.992793106219,997.1341429525794,97.54144446181262,1066.5202086046388,1466.279153679931,78.04464920883844,284.9105273975954,112.12488640110516,48.66367913155834,261.0945641394941
VISC23,7520.726886781148,3052.2247454931494,4729.535744284567,554.405708563331,5549.575484660864,33700.49926909446,437.51960896813443,1415.3594255837522,660.8625465036887,329.7997754759018,1317.715456220035
VISC4,8379.209660126402,3646.005382949094,5570.271248168939,830.5192510252676,7396.902021531879,26115.63014737948,703.6387303022598,2154.5339342952807,979.0433729626665,423.92876459778284,1305.2141487328388
VISC5,4493.678428704116,1975.2862217836866,3018.2791631234886,458.5958809193001,3842.46960689432,12714.569906598957,407.1628040981509,1152.3027940840564,542.0023437364968,218.24600245552804,670.1188551223659
VISC6a,6789.865308404103,2877.483175991398,4234.711932101824,566.0083091683242,5059.659513596753,23559.54864831038,506.89468017883223,1571.932007145511,651.6660204476467,230.42905154812624,889.7431619244982
VISC6b,11411.785071460641,4958.316527586539,7563.758134212977,1115.244245613384,9708.059908752757,37578.20063265474,966.9972656362802,2858.302502256537,1315.2817034096854,548.3218955696806,1737.2756609747437
VISa1,2777.5609337778983,1039.1396829770063,1507.2564931554991,100.82046341062248,1268.9590509937154,3460.979317452263,84.6676416487842,330.5740030093951,111.29212411235173,37.09614316529575,394.2177163709202
VISa23,13188.28055606464,5038.196984865922,7826.934279287243,688.4854413550578,8219.362106774814,61486.7141295815,477.8625072254956,1804.4705711525505,825.185638366969,484.02332815336956,2451.2900766154557
VISa4,12672.54138690308,5031.674855331342,7461.528556453848,758.0855305176918,7748.095675345082,54487.639147161965,645.0982914720621,2149.7708695638767,872.8878532474556,342.5918845051345,1860.080235680771
VISa5,8524.012936202333,3800.8459851973653,5909.548299342553,951.6967656661486,8315.606789980873,25090.762322857678,796.2818247830139,2391.6622091230897,1131.9572961905026,515.9360019318198,1416.0304499508368
VISa6a,9825.862204316338,3852.684025538058,5484.73242070784,492.5629498846015,5023.128591131877,47072.521122253616,464.2564322729109,1557.274039564459,542.642925824198,128.46646949087662,1186.6629746379047
VISa6b,11346.731125474967,4444.1842625575355,6221.3664283359785,547.256797992482,5712.534501203891,50950.222156218064,521.4860967873141,1843.4877885379997,589.4679467005225,110.19299862124122,1272.8765364611193
